  0.00000000E+00 -0.11931188E+02
  0.19991531E-01 -0.11928831E+02
  0.39983063E-01 -0.11923554E+02
  0.59974594E-01 -0.11915413E+02
  0.79966126E-01 -0.11904729E+02
  0.99957657E-01 -0.11891833E+02
  0.11994919E+00 -0.11877018E+02
  0.13994072E+00 -0.11860503E+02
  0.15993225E+00 -0.11842396E+02
  0.17992378E+00 -0.11822661E+02
  0.19991531E+00 -0.11801121E+02
  0.21990685E+00 -0.11779193E+02
  0.23989838E+00 -0.11755763E+02
  0.25988991E+00 -0.11728824E+02
  0.27988144E+00 -0.11697640E+02
  0.29987297E+00 -0.11661717E+02
  0.31986450E+00 -0.11620873E+02
  0.33985604E+00 -0.11575275E+02
  0.35984757E+00 -0.11525417E+02
  0.37983910E+00 -0.11472043E+02
  0.39983063E+00 -0.11417249E+02
  0.41982216E+00 -0.11362224E+02
  0.43981369E+00 -0.11305668E+02
  0.45980522E+00 -0.11247893E+02
  0.47979676E+00 -0.11189055E+02
  0.49978829E+00 -0.11129146E+02
  0.51977982E+00 -0.11068017E+02
  0.53977135E+00 -0.11005427E+02
  0.55976288E+00 -0.10941104E+02
  0.57975441E+00 -0.10874807E+02
  0.59974594E+00 -0.10806396E+02
  0.61973748E+00 -0.10735963E+02
  0.63972901E+00 -0.10663741E+02
  0.65972054E+00 -0.10589695E+02
  0.67971207E+00 -0.10514211E+02
  0.69970360E+00 -0.10437900E+02
  0.71969513E+00 -0.10361427E+02
  0.73968667E+00 -0.10285442E+02
  0.75967820E+00 -0.10210535E+02
  0.77966973E+00 -0.10137225E+02
  0.79966126E+00 -0.10065982E+02
  0.81965279E+00 -0.99972220E+01
  0.83964432E+00 -0.99313252E+01
  0.85963585E+00 -0.98687910E+01
  0.87962739E+00 -0.98103769E+01
  0.89961892E+00 -0.97571491E+01
  0.91961045E+00 -0.97104695E+01
  0.93960198E+00 -0.96719066E+01
  0.95959351E+00 -0.96430688E+01
  0.97958504E+00 -0.96253876E+01
  0.99957657E+00 -0.96199948E+01
  0.10194827E+01 -0.96244868E+01
  0.10393888E+01 -0.96255250E+01
  0.10592949E+01 -0.96222444E+01
  0.10792010E+01 -0.96142325E+01
  0.10991072E+01 -0.96014266E+01
  0.11190133E+01 -0.95841413E+01
  0.11389194E+01 -0.95630584E+01
  0.11588255E+01 -0.95391877E+01
  0.11787316E+01 -0.95137399E+01
  0.11986378E+01 -0.94876103E+01
  0.12185439E+01 -0.94606887E+01
  0.12384500E+01 -0.94322118E+01
  0.12583561E+01 -0.94014518E+01
  0.12782622E+01 -0.93678767E+01
  0.12981684E+01 -0.93311354E+01
  0.13180745E+01 -0.92911292E+01
  0.13379806E+01 -0.92527553E+01
  0.13578867E+01 -0.92134363E+01
  0.13777928E+01 -0.91703488E+01
  0.13976989E+01 -0.91230515E+01
  0.14176051E+01 -0.90714179E+01
  0.14375112E+01 -0.90156547E+01
  0.14574173E+01 -0.89562855E+01
  0.14773234E+01 -0.88940812E+01
  0.14972295E+01 -0.88299373E+01
  0.15171357E+01 -0.87646987E+01
  0.15370418E+01 -0.86989289E+01
  0.15569479E+01 -0.86327017E+01
  0.15768540E+01 -0.85656361E+01
  0.15967601E+01 -0.84972021E+01
  0.16166662E+01 -0.84270056E+01
  0.16365724E+01 -0.83549230E+01
  0.16564785E+01 -0.82820167E+01
  0.16763846E+01 -0.82101475E+01
  0.16962907E+01 -0.81366188E+01
  0.17161968E+01 -0.80612358E+01
  0.17361030E+01 -0.79841817E+01
  0.17560091E+01 -0.79057589E+01
  0.17759152E+01 -0.78263471E+01
  0.17958213E+01 -0.77464882E+01
  0.18157274E+01 -0.76806563E+01
  
  0.00000000E+00 -0.11929965E+02
  0.19991531E-01 -0.11927010E+02
  0.39983063E-01 -0.11920450E+02
  0.59974594E-01 -0.11910866E+02
  0.79966126E-01 -0.11898781E+02
  0.99957657E-01 -0.11884802E+02
  0.11994919E+00 -0.11869506E+02
  0.13994072E+00 -0.11853326E+02
  0.15993225E+00 -0.11836455E+02
  0.17992378E+00 -0.11818783E+02
  0.19991531E+00 -0.11799891E+02
  0.21990685E+00 -0.11777370E+02
  0.23989838E+00 -0.11751097E+02
  0.25988991E+00 -0.11721786E+02
  0.27988144E+00 -0.11689040E+02
  0.29987297E+00 -0.11652574E+02
  0.31986450E+00 -0.11612281E+02
  0.33985604E+00 -0.11568251E+02
  0.35984757E+00 -0.11520763E+02
  0.37983910E+00 -0.11470245E+02
  0.39983063E+00 -0.11415996E+02
  0.41982216E+00 -0.11358234E+02
  0.43981369E+00 -0.11299476E+02
  0.45980522E+00 -0.11240270E+02
  0.47979676E+00 -0.11180870E+02
  0.49978829E+00 -0.11121229E+02
  0.51977982E+00 -0.11061047E+02
  0.53977135E+00 -0.10999848E+02
  0.55976288E+00 -0.10937095E+02
  0.57975441E+00 -0.10872298E+02
  0.59974594E+00 -0.10805099E+02
  0.61973748E+00 -0.10735252E+02
  0.63972901E+00 -0.10662778E+02
  0.65972054E+00 -0.10588361E+02
  0.67971207E+00 -0.10512611E+02
  0.69970360E+00 -0.10436148E+02
  0.71969513E+00 -0.10359640E+02
  0.73968667E+00 -0.10283736E+02
  0.75967820E+00 -0.10208996E+02
  0.77966973E+00 -0.10135851E+02
  0.79966126E+00 -0.10064601E+02
  0.81965279E+00 -0.99955310E+01
  0.83964432E+00 -0.99290706E+01
  0.85963585E+00 -0.98658498E+01
  0.87962739E+00 -0.98067544E+01
  0.89961892E+00 -0.97529872E+01
  0.91961045E+00 -0.97060554E+01
  0.93960198E+00 -0.96676572E+01
  0.95959351E+00 -0.96394702E+01
  0.97958504E+00 -0.96228674E+01
  0.99957657E+00 -0.96185279E+01
  0.10194827E+01 -0.96170692E+01
  0.10393888E+01 -0.96120083E+01
  0.10592949E+01 -0.96036911E+01
  0.10792010E+01 -0.95923668E+01
  0.10991072E+01 -0.95783311E+01
  0.11190133E+01 -0.95618711E+01
  0.11389194E+01 -0.95431801E+01
  0.11588255E+01 -0.95222491E+01
  0.11787316E+01 -0.94988241E+01
  0.11986378E+01 -0.94727676E+01
  0.12185439E+01 -0.94446381E+01
  0.12384500E+01 -0.94152890E+01
  0.12583561E+01 -0.93851941E+01
  0.12782622E+01 -0.93543504E+01
  0.12981684E+01 -0.93223873E+01
  0.13180745E+01 -0.92886012E+01
  0.13379806E+01 -0.92473228E+01
  0.13578867E+01 -0.92004950E+01
  0.13777928E+01 -0.91505441E+01
  0.13976989E+01 -0.90978331E+01
  0.14176051E+01 -0.90427736E+01
  0.14375112E+01 -0.89857978E+01
  0.14574173E+01 -0.89272988E+01
  0.14773234E+01 -0.88675644E+01
  0.14972295E+01 -0.88067286E+01
  0.15171357E+01 -0.87447777E+01
  0.15370418E+01 -0.86816572E+01
  0.15569479E+01 -0.86174303E+01
  0.15768540E+01 -0.85522773E+01
  0.15967601E+01 -0.84862955E+01
  0.16166662E+01 -0.84193593E+01
  0.16365724E+01 -0.83511320E+01
  0.16564785E+01 -0.82802640E+01
  0.16763846E+01 -0.82048399E+01
