# Written by the BoltzWann module of the Wannier90 code.
# The first column.
# The second column is the DOS for a fixed smearing of   0.300000E-01 eV.
# Cell volume (ang^3):     40.3295    
# Energy(eV) DOS [DOS DOS ...]
   -4.317887843      0.5670245632    
   -4.307887843      0.6205170365    
   -4.297887843      0.6769679453    
   -4.287887843      0.7269529619    
   -4.277887843      0.7671990145    
   -4.267887843      0.8019535000    
   -4.257887843      0.8376422717    
   -4.247887843      0.8748845901    
   -4.237887843      0.9052904325    
   -4.227887843      0.9170195696    
   -4.217887843      0.9054749024    
   -4.207887843      0.8798758129    
   -4.197887843      0.8589127085    
   -4.187887843      0.8590013567    
   -4.177887843      0.8860072923    
   -4.167887843      0.9363905585    
   -4.157887843       1.003092900    
   -4.147887843       1.078606940    
   -4.137887843       1.154121129    
   -4.127887843       1.219392694    
   -4.117887843       1.266143257    
   -4.107887843       1.291752880    
   -4.097887843       1.298523688    
   -4.087887843       1.289796866    
   -4.077887843       1.269030234    
   -4.067887843       1.242931606    
   -4.057887843       1.222109592    
   -4.047887843       1.215218056    
   -4.037887843       1.221914089    
   -4.027887843       1.232431147    
   -4.017887843       1.234565881    
   -4.007887843       1.221924450    
   -3.997887843       1.197306339    
   -3.987887843       1.170164151    
   -3.977887843       1.151265778    
   -3.967887843       1.147756982    
   -3.957887843       1.159769102    
   -3.947887843       1.179396758    
   -3.937887843       1.193860519    
   -3.927887843       1.192619968    
   -3.917887843       1.173495468    
   -3.907887843       1.142358658    
   -3.897887843       1.107005403    
   -3.887887843       1.071565083    
   -3.877887843       1.036764791    
   -3.867887843       1.004908768    
   -3.857887843      0.9831366790    
   -3.847887843      0.9800601001    
   -3.837887843      0.9983101274    
   -3.827887843       1.030766078    
   -3.817887843       1.064669485    
   -3.807887843       1.089537471    
   -3.797887843       1.101808831    
   -3.787887843       1.103544671    
   -3.777887843       1.097555119    
   -3.767887843       1.083354979    
   -3.757887843       1.057933857    
   -3.747887843       1.021235914    
   -3.737887843      0.9803684909    
   -3.727887843      0.9469987278    
   -3.717887843      0.9305501032    
   -3.707887843      0.9344903829    
   -3.697887843      0.9575525399    
   -3.687887843      0.9953801670    
   -3.677887843       1.040161004    
   -3.667887843       1.080931837    
   -3.657887843       1.106835254    
   -3.647887843       1.111848334    
   -3.637887843       1.097856005    
   -3.627887843       1.073497492    
   -3.617887843       1.048665002    
   -3.607887843       1.028537932    
   -3.597887843       1.011840724    
   -3.587887843      0.9937657302    
   -3.577887843      0.9705023355    
   -3.567887843      0.9426942174    
   -3.557887843      0.9163018567    
   -3.547887843      0.9004614427    
   -3.537887843      0.9038183789    
   -3.527887843      0.9310514167    
   -3.517887843      0.9799458344    
   -3.507887843       1.040118246    
   -3.497887843       1.095972717    
   -3.487887843       1.133852277    
   -3.477887843       1.148393052    
   -3.467887843       1.142857923    
   -3.457887843       1.124143204    
   -3.447887843       1.097980390    
   -3.437887843       1.068060757    
   -3.427887843       1.037978144    
   -3.417887843       1.012707202    
   -3.407887843      0.9975405516    
   -3.397887843      0.9954129532    
   -3.387887843       1.005632899    
   -3.377887843       1.024928641    
   -3.367887843       1.048394126    
   -3.357887843       1.069763897    
   -3.347887843       1.083731354    
   -3.337887843       1.089784297    
   -3.327887843       1.092379207    
   -3.317887843       1.095859848    
   -3.307887843       1.099721592    
   -3.297887843       1.099752603    
   -3.287887843       1.093639727    
   -3.277887843       1.084733092    
   -3.267887843       1.079960514    
   -3.257887843       1.084283812    
   -3.247887843       1.097238542    
   -3.237887843       1.113861127    
   -3.227887843       1.127728127    
   -3.217887843       1.133693950    
   -3.207887843       1.130319256    
   -3.197887843       1.121603827    
   -3.187887843       1.115662914    
   -3.177887843       1.119754592    
   -3.167887843       1.135314976    
   -3.157887843       1.157208297    
   -3.147887843       1.177642515    
   -3.137887843       1.191559516    
   -3.127887843       1.199236635    
   -3.117887843       1.203855943    
   -3.107887843       1.206421550    
   -3.097887843       1.203455902    
   -3.087887843       1.190112073    
   -3.077887843       1.165696507    
   -3.067887843       1.136719715    
   -3.057887843       1.115164645    
   -3.047887843       1.112701548    
   -3.037887843       1.133875643    
   -3.027887843       1.173140934    
   -3.017887843       1.218985248    
   -3.007887843       1.262049991    
   -2.997887843       1.299773372    
   -2.987887843       1.333941256    
   -2.977887843       1.364872711    
   -2.967887843       1.387932559    
   -2.957887843       1.394815745    
   -2.947887843       1.379315424    
   -2.937887843       1.344964999    
   -2.927887843       1.308108745    
   -2.917887843       1.290418973    
   -2.907887843       1.304438703    
   -2.897887843       1.344585539    
   -2.887887843       1.391183963    
   -2.877887843       1.422371857    
   -2.867887843       1.424892922    
   -2.857887843       1.400415694    
   -2.847887843       1.366374078    
   -2.837887843       1.348592494    
   -2.827887843       1.367065917    
   -2.817887843       1.424317056    
   -2.807887843       1.505055497    
   -2.797887843       1.585411093    
   -2.787887843       1.643153713    
   -2.777887843       1.663931495    
   -2.767887843       1.644620538    
   -2.757887843       1.595022871    
   -2.747887843       1.535824689    
   -2.737887843       1.490721560    
   -2.727887843       1.475397279    
   -2.717887843       1.490323753    
   -2.707887843       1.522163884    
   -2.697887843       1.551622380    
   -2.687887843       1.562141809    
   -2.677887843       1.546480589    
   -2.667887843       1.510475655    
   -2.657887843       1.471748873    
   -2.647887843       1.451178811    
   -2.637887843       1.460426524    
   -2.627887843       1.494110585    
   -2.617887843       1.533036188    
   -2.607887843       1.556125009    
   -2.597887843       1.551618479    
   -2.587887843       1.519917303    
   -2.577887843       1.469397714    
   -2.567887843       1.412157972    
   -2.557887843       1.362255670    
   -2.547887843       1.332599835    
   -2.537887843       1.328961563    
   -2.527887843       1.346400217    
   -2.517887843       1.373148509    
   -2.507887843       1.399235688    
   -2.497887843       1.421931842    
   -2.487887843       1.443818235    
   -2.477887843       1.467667826    
   -2.467887843       1.494877399    
   -2.457887843       1.526925161    
   -2.447887843       1.563318034    
   -2.437887843       1.595744877    
   -2.427887843       1.607344027    
   -2.417887843       1.582424542    
   -2.407887843       1.519602426    
   -2.397887843       1.436127106    
   -2.387887843       1.358722647    
   -2.377887843       1.308509071    
   -2.367887843       1.292399906    
   -2.357887843       1.305785844    
   -2.347887843       1.339957855    
   -2.337887843       1.385569770    
   -2.327887843       1.431422361    
   -2.317887843       1.464614815    
   -2.307887843       1.475664562    
   -2.297887843       1.464919588    
   -2.287887843       1.443619949    
   -2.277887843       1.427078384    
   -2.267887843       1.424035864    
   -2.257887843       1.429832250    
   -2.247887843       1.429079502    
   -2.237887843       1.406783118    
   -2.227887843       1.360103114    
   -2.217887843       1.302183053    
   -2.207887843       1.255532595    
   -2.197887843       1.239942224    
   -2.187887843       1.262822732    
   -2.177887843       1.316705286    
   -2.167887843       1.383255777    
   -2.157887843       1.440602697    
   -2.147887843       1.471536546    
   -2.137887843       1.470464908    
   -2.127887843       1.445785572    
   -2.117887843       1.415071676    
   -2.107887843       1.394723180    
   -2.097887843       1.390189777    
   -2.087887843       1.393607319    
   -2.077887843       1.390978477    
   -2.067887843       1.373300975    
   -2.057887843       1.342978834    
   -2.047887843       1.311877989    
   -2.037887843       1.293403458    
   -2.027887843       1.293085972    
   -2.017887843       1.303673949    
   -2.007887843       1.310225758    
   -1.997887843       1.302782158    
   -1.987887843       1.285086264    
   -1.977887843       1.270395072    
   -1.967887843       1.268592610    
   -1.957887843       1.277236271    
   -1.947887843       1.283985315    
   -1.937887843       1.276732868    
   -1.927887843       1.252608174    
   -1.917887843       1.220196019    
   -1.907887843       1.195205148    
   -1.897887843       1.193262093    
   -1.887887843       1.223280436    
   -1.877887843       1.282975324    
   -1.867887843       1.357497060    
   -1.857887843       1.423020201    
   -1.847887843       1.456022485    
   -1.837887843       1.444371959    
   -1.827887843       1.393195503    
   -1.817887843       1.321728560    
   -1.807887843       1.253481935    
   -1.797887843       1.205431104    
   -1.787887843       1.182203334    
   -1.777887843       1.178410250    
   -1.767887843       1.185863988    
   -1.757887843       1.198293542    
   -1.747887843       1.210546468    
   -1.737887843       1.216829440    
   -1.727887843       1.212930902    
   -1.717887843       1.200724235    
   -1.707887843       1.189274594    
   -1.697887843       1.190053350    
   -1.687887843       1.208939066    
   -1.677887843       1.240271942    
   -1.667887843       1.268372299    
   -1.657887843       1.277998224    
   -1.647887843       1.266541501    
   -1.637887843       1.246158630    
   -1.627887843       1.232416617    
   -1.617887843       1.230408790    
   -1.607887843       1.232691523    
   -1.597887843       1.230255619    
   -1.587887843       1.222833017    
   -1.577887843       1.216666060    
   -1.567887843       1.214239152    
   -1.557887843       1.210013690    
   -1.547887843       1.197204258    
   -1.537887843       1.176461273    
   -1.527887843       1.156400606    
   -1.517887843       1.146784381    
   -1.507887843       1.152261360    
   -1.497887843       1.171286808    
   -1.487887843       1.198340886    
   -1.477887843       1.225868806    
   -1.467887843       1.245617885    
   -1.457887843       1.251235938    
   -1.447887843       1.241343895    
   -1.437887843       1.219655263    
   -1.427887843       1.191945544    
   -1.417887843       1.164106276    
   -1.407887843       1.142980562    
   -1.397887843       1.135855173    
   -1.387887843       1.145828021    
   -1.377887843       1.167575920    
   -1.367887843       1.189418551    
   -1.357887843       1.200151052    
   -1.347887843       1.193729247    
   -1.337887843       1.168841738    
   -1.327887843       1.127446067    
   -1.317887843       1.076495879    
   -1.307887843       1.030093794    
   -1.297887843       1.005472339    
   -1.287887843       1.012527592    
   -1.277887843       1.045598874    
   -1.267887843       1.085736684    
   -1.257887843       1.112142886    
   -1.247887843       1.113550224    
   -1.237887843       1.091366636    
   -1.227887843       1.054527630    
   -1.217887843       1.012810828    
   -1.207887843      0.9739908251    
   -1.197887843      0.9438223405    
   -1.187887843      0.9255244675    
   -1.177887843      0.9187139386    
   -1.167887843      0.9197445431    
   -1.157887843      0.9234453192    
   -1.147887843      0.9247954447    
   -1.137887843      0.9200842918    
   -1.127887843      0.9076442243    
   -1.117887843      0.8876738766    
   -1.107887843      0.8611364167    
   -1.097887843      0.8288753497    
   -1.087887843      0.7918993330    
   -1.077887843      0.7525477483    
   -1.067887843      0.7156045416    
   -1.057887843      0.6882425781    
   -1.047887843      0.6775019259    
   -1.037887843      0.6855387788    
   -1.027887843      0.7062424875    
   -1.017887843      0.7272966653    
   -1.007887843      0.7368801992    
  -0.9978878430      0.7296816269    
  -0.9878878430      0.7082416570    
  -0.9778878430      0.6799044458    
  -0.9678878430      0.6520023465    
  -0.9578878430      0.6283995656    
  -0.9478878430      0.6098325588    
  -0.9378878430      0.5973798040    
  -0.9278878430      0.5948210062    
  -0.9178878430      0.6062933484    
  -0.9078878430      0.6306034008    
  -0.8978878430      0.6575454263    
  -0.8878878430      0.6706309567    
  -0.8778878430      0.6556184480    
  -0.8678878430      0.6095098524    
  -0.8578878430      0.5442514673    
  -0.8478878430      0.4827583570    
  -0.8378878430      0.4488138536    
  -0.8278878430      0.4554976373    
  -0.8178878430      0.4982174839    
  -0.8078878430      0.5562894743    
  -0.7978878430      0.6023033515    
  -0.7878878430      0.6147183605    
  -0.7778878430      0.5876551221    
  -0.7678878430      0.5328287527    
  -0.7578878430      0.4727017902    
  -0.7478878430      0.4292894683    
  -0.7378878430      0.4150050393    
  -0.7278878430      0.4291310516    
  -0.7178878430      0.4597025948    
  -0.7078878430      0.4890594194    
  -0.6978878430      0.5011933980    
  -0.6878878430      0.4884265653    
  -0.6778878430      0.4544109793    
  -0.6678878430      0.4116050562    
  -0.6578878430      0.3745167009    
  -0.6478878430      0.3530502320    
  -0.6378878430      0.3500336510    
  -0.6278878430      0.3628950411    
  -0.6178878430      0.3859041582    
  -0.6078878430      0.4107537580    
  -0.5978878430      0.4272774723    
  -0.5878878430      0.4267710235    
  -0.5778878430      0.4067868497    
  -0.5678878430      0.3735615911    
  -0.5578878430      0.3397448865    
  -0.5478878430      0.3185716589    
  -0.5378878430      0.3176432708    
  -0.5278878430      0.3353436365    
  -0.5178878430      0.3615070106    
  -0.5078878430      0.3819943118    
  -0.4978878430      0.3850688176    
  -0.4878878430      0.3667031311    
  -0.4778878430      0.3323683689    
  -0.4678878430      0.2942875730    
  -0.4578878430      0.2654159680    
  -0.4478878430      0.2534289391    
  -0.4378878430      0.2579576952    
  -0.4278878430      0.2720200699    
  -0.4178878430      0.2860346403    
  -0.4078878430      0.2919275925    
  -0.3978878430      0.2857619130    
  -0.3878878430      0.2686077963    
  -0.3778878430      0.2457957253    
  -0.3678878430      0.2246650365    
  -0.3578878430      0.2114733900    
  -0.3478878430      0.2088855635    
  -0.3378878430      0.2152082154    
  -0.3278878430      0.2253886246    
  -0.3178878430      0.2330718030    
  -0.3078878430      0.2331347901    
  -0.2978878430      0.2241061214    
  -0.2878878430      0.2092765553    
  -0.2778878430      0.1952291733    
  -0.2678878430      0.1880233819    
  -0.2578878430      0.1893974634    
  -0.2478878430      0.1957613604    
  -0.2378878430      0.2006376235    
  -0.2278878430      0.1985686097    
  -0.2178878430      0.1877760589    
  -0.2078878430      0.1703841676    
  -0.1978878430      0.1510182456    
  -0.1878878430      0.1349972232    
  -0.1778878430      0.1263256249    
  -0.1678878430      0.1256215824    
  -0.1578878430      0.1294759022    
  -0.1478878430      0.1326621172    
  -0.1378878430      0.1318578902    
  -0.1278878430      0.1274996881    
  -0.1178878430      0.1222302660    
  -0.1078878430      0.1179484325    
  -0.9788784302E-01  0.1143735608    
  -0.8788784302E-01  0.1098668792    
  -0.7788784302E-01  0.1031084264    
  -0.6788784302E-01  0.9400424033E-01
  -0.5788784302E-01  0.8335709653E-01
  -0.4788784302E-01  0.7205028327E-01
  -0.3788784302E-01  0.6064199528E-01
  -0.2788784302E-01  0.4944072203E-01
  -0.1788784302E-01  0.3864562393E-01
  -0.7887843020E-02  0.2845899730E-01
   0.2112156980E-02  0.1926371866E-01
   0.1211215698E-01  0.1165907953E-01
   0.2211215698E-01  0.6151059493E-02
   0.3211215698E-01  0.2771835423E-02
   0.4211215698E-01  0.1051078155E-02
   0.5211215698E-01  0.3318897250E-03
   0.6211215698E-01  0.8663266695E-04
   0.7211215698E-01  0.1859923383E-04
   0.8211215698E-01  0.3272433237E-05
   0.9211215698E-01  0.4706159402E-06
   0.1021121570      0.5520924086E-07
   0.1121121570      0.5274798912E-08
   0.1221121570      0.4098753844E-09
   0.1321121570      0.2587093300E-10
   0.1421121570      0.1324899150E-11
   0.1521121570      0.5498953832E-13
   0.1621121570      0.1847713134E-14
   0.1721121570      0.5021017205E-16
   0.1821121570      0.1102338107E-17
   0.1921121570      0.1953390224E-19
   0.2021121570      0.2791420183E-21
   0.2121121570      0.3214128550E-23
   0.2221121570      0.2979707664E-25
   0.2321121570      0.2222585383E-27
   0.2421121570      0.1333076448E-29
   0.2521121570      0.9903744961E-32
   0.2621121570      0.7178865340E-30
   0.2721121570      0.1186399762E-27
   0.2821121570      0.1570088030E-25
   0.2921121570      0.1663896560E-23
   0.3021121570      0.1412044424E-21
   0.3121121570      0.9596350305E-20
   0.3221121570      0.5223050972E-18
   0.3321121570      0.2276885946E-16
   0.3421121570      0.7950911342E-15
   0.3521121570      0.2224562071E-13
   0.3621121570      0.4988505360E-12
   0.3721121570      0.8970668233E-11
   0.3821121570      0.1294705025E-09
   0.3921121570      0.1501701044E-08
   0.4021121570      0.1402728364E-07
   0.4121121570      0.1058718140E-06
   0.4221121570      0.6490183099E-06
   0.4321121570      0.3257298737E-05
   0.4421121570      0.1354156147E-04
   0.4521121570      0.4738811136E-04
   0.4621121570      0.1423616313E-03
   0.4721121570      0.3746232576E-03
   0.4821121570      0.8775899840E-03
   0.4921121570      0.1847996797E-02
   0.5021121570      0.3519193188E-02
   0.5121121570      0.6113920257E-02
   0.5221121570      0.9845488523E-02
   0.5321121570      0.1499456595E-01
   0.5421121570      0.2189879545E-01
   0.5521121570      0.3062385029E-01
   0.5621121570      0.4044696299E-01
   0.5721121570      0.4977320643E-01
   0.5821121570      0.5693116031E-01
   0.5921121570      0.6136913556E-01
   0.6021121570      0.6418487953E-01
   0.6121121570      0.6749324932E-01
   0.6221121570      0.7317119565E-01
   0.6321121570      0.8188046733E-01
   0.6421121570      0.9286680881E-01
   0.6521121570      0.1044967257    
   0.6621121570      0.1151829579    
   0.6721121570      0.1242135149    
   0.6821121570      0.1319856585    
   0.6921121570      0.1394529288    
   0.7021121570      0.1472322343    
   0.7121121570      0.1551652679    
   0.7221121570      0.1626484582    
   0.7321121570      0.1692877013    
   0.7421121570      0.1753323283    
   0.7521121570      0.1817674802    
   0.7621121570      0.1900819388    
   0.7721121570      0.2016025056    
   0.7821121570      0.2165603142    
   0.7921121570      0.2335547451    
   0.8021121570      0.2499775044    
   0.8121121570      0.2632001149    
   0.8221121570      0.2716727324    
   0.8321121570      0.2751911642    
   0.8421121570      0.2744467220    
   0.8521121570      0.2705794472    
   0.8621121570      0.2650087685    
   0.8721121570      0.2592648490    
   0.8821121570      0.2549024480    
   0.8921121570      0.2539015106    
   0.9021121570      0.2592032744    
   0.9121121570      0.2741242550    
   0.9221121570      0.3000085689    
   0.9321121570      0.3336308068    
   0.9421121570      0.3671724979    
   0.9521121570      0.3917840977    
   0.9621121570      0.4022074313    
   0.9721121570      0.3989152525    
   0.9821121570      0.3869522789    
   0.9921121570      0.3732595372    
    1.002112157      0.3639412761    
    1.012112157      0.3619187592    
    1.022112157      0.3658979715    
    1.032112157      0.3718281384    
    1.042112157      0.3762991804    
    1.052112157      0.3793270124    
    1.062112157      0.3842539522    
    1.072112157      0.3949580085    
    1.082112157      0.4126890455    
    1.092112157      0.4346307894    
    1.102112157      0.4546451684    
    1.112112157      0.4656528188    
    1.122112157      0.4628639590    
    1.132112157      0.4466894650    
    1.142112157      0.4236786407    
    1.152112157      0.4041611279    
    1.162112157      0.3973347042    
    1.172112157      0.4070935631    
    1.182112157      0.4314837004    
    1.192112157      0.4650867310    
    1.202112157      0.5014817787    
    1.212112157      0.5345515323    
    1.222112157      0.5595383676    
    1.232112157      0.5743706254    
    1.242112157      0.5801828635    
    1.252112157      0.5800688737    
    1.262112157      0.5770224823    
    1.272112157      0.5729456157    
    1.282112157      0.5691407952    
    1.292112157      0.5668447749    
    1.302112157      0.5666190221    
    1.312112157      0.5675349036    
    1.322112157      0.5679652391    
    1.332112157      0.5676045201    
    1.342112157      0.5681459696    
    1.352112157      0.5715831044    
    1.362112157      0.5782798482    
    1.372112157      0.5868774775    
    1.382112157      0.5952527863    
    1.392112157      0.6009855005    
    1.402112157      0.6018886159    
    1.412112157      0.5975906893    
    1.422112157      0.5906736796    
    1.432112157      0.5852217245    
    1.442112157      0.5839256787    
    1.452112157      0.5872174090    
    1.462112157      0.5954541642    
    1.472112157      0.6111756659    
    1.482112157      0.6379727192    
    1.492112157      0.6761718759    
    1.502112157      0.7196690090    
    1.512112157      0.7580798817    
    1.522112157      0.7830929897    
    1.532112157      0.7932616870    
    1.542112157      0.7932299869    
    1.552112157      0.7892057330    
    1.562112157      0.7853387584    
    1.572112157      0.7832696654    
    1.582112157      0.7833994056    
    1.592112157      0.7854271319    
    1.602112157      0.7877806132    
    1.612112157      0.7878645737    
    1.622112157      0.7843028828    
    1.632112157      0.7792410967    
    1.642112157      0.7778515534    
    1.652112157      0.7850880294    
    1.662112157      0.8025047983    
    1.672112157      0.8273819793    
    1.682112157      0.8542549353    
    1.692112157      0.8776192895    
    1.702112157      0.8941373335    
    1.712112157      0.9032319054    
    1.722112157      0.9063448208    
    1.732112157      0.9056463591    
    1.742112157      0.9024420019    
    1.752112157      0.8959112640    
    1.762112157      0.8839168959    
    1.772112157      0.8664867950    
    1.782112157      0.8490873107    
    1.792112157      0.8415213488    
    1.802112157      0.8518333916    
    1.812112157      0.8797364684    
    1.822112157      0.9158095535    
    1.832112157      0.9484874768    
    1.842112157      0.9731990984    
    1.852112157      0.9951781817    
    1.862112157       1.024036364    
    1.872112157       1.066004458    
    1.882112157       1.119440436    
    1.892112157       1.174608509    
    1.902112157       1.217316255    
    1.912112157       1.235718886    
    1.922112157       1.227046251    
    1.932112157       1.199735925    
    1.942112157       1.169219090    
    1.952112157       1.149584723    
    1.962112157       1.145812891    
    1.972112157       1.151444286    
    1.982112157       1.153569271    
    1.992112157       1.141980758    
    2.002112157       1.116283664    
    2.012112157       1.086485058    
    2.022112157       1.067597026    
    2.032112157       1.072628418    
    2.042112157       1.107856473    
    2.052112157       1.171145464    
    2.062112157       1.252472442    
    2.072112157       1.336470766    
    2.082112157       1.406895353    
    2.092112157       1.451500698    
    2.102112157       1.465371779    
    2.112112157       1.452153179    
    2.122112157       1.423088232    
    2.132112157       1.392816764    
    2.142112157       1.372616405    
    2.152112157       1.366037194    
    2.162112157       1.371185425    
    2.172112157       1.386777208    
    2.182112157       1.415115099    
    2.192112157       1.459376482    
    2.202112157       1.518397833    
    2.212112157       1.583527532    
    2.222112157       1.640220853    
    2.232112157       1.674405141    
    2.242112157       1.680650327    
    2.252112157       1.666433552    
    2.262112157       1.647856736    
    2.272112157       1.639038048    
    2.282112157       1.643796112    
    2.292112157       1.656147100    
    2.302112157       1.667334544    
    2.312112157       1.671443581    
    2.322112157       1.665426476    
    2.332112157       1.647376961    
    2.342112157       1.617957629    
    2.352112157       1.583178976    
    2.362112157       1.553339357    
    2.372112157       1.537420148    
    2.382112157       1.537293789    
    2.392112157       1.546326629    
    2.402112157       1.553527136    
    2.412112157       1.549966508    
    2.422112157       1.532525833    
    2.432112157       1.503677598    
    2.442112157       1.470339809    
    2.452112157       1.443107458    
    2.462112157       1.432776058    
    2.472112157       1.443212569    
    2.482112157       1.466555679    
    2.492112157       1.487117896    
    2.502112157       1.491909974    
    2.512112157       1.478906525    
    2.522112157       1.456616988    
    2.532112157       1.436275891    
    2.542112157       1.423286304    
    2.552112157       1.414267560    
    2.562112157       1.401361294    
    2.572112157       1.379592270    
    2.582112157       1.350773823    
    2.592112157       1.321300347    
    2.602112157       1.297045830    
    2.612112157       1.279858507    
    2.622112157       1.267104832    
    2.632112157       1.253729558    
    2.642112157       1.235976693    
    2.652112157       1.214496728    
    2.662112157       1.194073539    
    2.672112157       1.180662923    
    2.682112157       1.179396284    
    2.692112157       1.194281675    
    2.702112157       1.226412493    
    2.712112157       1.270151986    
    2.722112157       1.312109967    
    2.732112157       1.336418079    
    2.742112157       1.332687548    
    2.752112157       1.300117854    
    2.762112157       1.246365823    
    2.772112157       1.184621252    
    2.782112157       1.130204055    
    2.792112157       1.095215363    
    2.802112157       1.083073139    
    2.812112157       1.088063257    
    2.822112157       1.100959446    
    2.832112157       1.115408591    
    2.842112157       1.129802798    
    2.852112157       1.144794997    
    2.862112157       1.160338873    
    2.872112157       1.174660345    
    2.882112157       1.184020488    
    2.892112157       1.182097431    
    2.902112157       1.161232759    
    2.912112157       1.117728467    
    2.922112157       1.057756566    
    2.932112157      0.9973769845    
    2.942112157      0.9550325352    
    2.952112157      0.9418535770    
    2.962112157      0.9566462586    
    2.972112157      0.9882077847    
    2.982112157       1.022011417    
    2.992112157       1.046037835    
    3.002112157       1.053310496    
    3.012112157       1.042661202    
    3.022112157       1.019081003    
    3.032112157      0.9920459537    
    3.042112157      0.9707025746    
    3.052112157      0.9590440921    
    3.062112157      0.9554507999    
    3.072112157      0.9566478893    
    3.082112157      0.9618898411    
    3.092112157      0.9739211372    
    3.102112157      0.9969601627    
    3.112112157       1.034076476    
    3.122112157       1.085579987    
    3.132112157       1.148250889    
    3.142112157       1.214919377    
    3.152112157       1.275589702    
    3.162112157       1.321805569    
    3.172112157       1.352543244    
    3.182112157       1.376369622    
    3.192112157       1.406903984    
    3.202112157       1.455102221    
    3.212112157       1.524879129    
    3.222112157       1.615010972    
    3.232112157       1.724276301    
    3.242112157       1.853955090    
    3.252112157       2.004630638    
    3.262112157       2.170621158    
    3.272112157       2.338797482    
    3.282112157       2.493933885    
    3.292112157       2.624925683    
    3.302112157       2.725572836    
    3.312112157       2.790554044    
    3.322112157       2.812288622    
    3.332112157       2.783088869    
    3.342112157       2.701975458    
    3.352112157       2.580618582    
    3.362112157       2.442328205    
    3.372112157       2.313422767    
    3.382112157       2.212691764    
    3.392112157       2.145420942    
    3.402112157       2.103762749    
    3.412112157       2.071412150    
    3.422112157       2.030638562    
    3.432112157       1.970354978    
    3.442112157       1.892166739    
    3.452112157       1.809719579    
    3.462112157       1.739900507    
    3.472112157       1.691790513    
    3.482112157       1.662264159    
    3.492112157       1.640770327    
    3.502112157       1.617606439    
    3.512112157       1.589449851    
    3.522112157       1.560942118    
    3.532112157       1.543219962    
    3.542112157       1.548608223    
    3.552112157       1.581972276    
    3.562112157       1.634543696    
    3.572112157       1.687054554    
    3.582112157       1.721073741    
    3.592112157       1.729121496    
    3.602112157       1.716391672    
    3.612112157       1.696057437    
    3.622112157       1.683484779    
    3.632112157       1.690989673    
    3.642112157       1.722884284    
    3.652112157       1.772207187    
    3.662112157       1.821587973    
    3.672112157       1.850105696    
    3.682112157       1.844685477    
    3.692112157       1.808805904    
    3.702112157       1.760574440    
    3.712112157       1.721017417    
    3.722112157       1.702248662    
    3.732112157       1.703615711    
    3.742112157       1.715793223    
    3.752112157       1.727809300    
    3.762112157       1.732524287    
    3.772112157       1.728929508    
    3.782112157       1.721822958    
    3.792112157       1.719585033    
    3.802112157       1.729932766    
    3.812112157       1.754216579    
    3.822112157       1.783636247    
    3.832112157       1.802054864    
    3.842112157       1.795628233    
    3.852112157       1.762259447    
    3.862112157       1.712820458    
    3.872112157       1.663255305    
    3.882112157       1.624088341    
    3.892112157       1.594650162    
    3.902112157       1.564729956    
    3.912112157       1.521512536    
    3.922112157       1.457643205    
    3.932112157       1.376370670    
    3.942112157       1.290767241    
    3.952112157       1.217036726    
    3.962112157       1.166206830    
    3.972112157       1.139543927    
    3.982112157       1.129411940    
    3.992112157       1.123913923    
    4.002112157       1.113374813    
    4.012112157       1.096363216    
    4.022112157       1.081380563    
    4.032112157       1.081888552    
    4.042112157       1.107770770    
    4.052112157       1.159233700    
    4.062112157       1.226058955    
    4.072112157       1.291065177    
    4.082112157       1.336284459    
    4.092112157       1.350716911    
    4.102112157       1.335957903    
    4.112112157       1.304766100    
    4.122112157       1.273044871    
    4.132112157       1.252183223    
    4.142112157       1.246964633    
    4.152112157       1.257340298    
    4.162112157       1.280362931    
    4.172112157       1.311642774    
    4.182112157       1.346756523    
    4.192112157       1.381721543    
    4.202112157       1.412174987    
    4.212112157       1.432626501    
    4.222112157       1.437120696    
    4.232112157       1.421216831    
    4.242112157       1.384052384    
    4.252112157       1.329094828    
    4.262112157       1.263142520    
    4.272112157       1.194351379    
    4.282112157       1.130321291    
    4.292112157       1.076829336    
    4.302112157       1.037462559    
    4.312112157       1.014027079    
    4.322112157       1.007055313    
    4.332112157       1.015792089    
    4.342112157       1.038196932    
    4.352112157       1.071937360    
    4.362112157       1.115122125    
    4.372112157       1.164179197    
    4.382112157       1.210459949    
    4.392112157       1.241539526    
    4.402112157       1.249139183    
    4.412112157       1.237146132    
    4.422112157       1.221684152    
    4.432112157       1.222110752    
    4.442112157       1.248921796    
    4.452112157       1.296244564    
    4.462112157       1.343866701    
    4.472112157       1.368629203    
    4.482112157       1.358838360    
    4.492112157       1.322078302    
    4.502112157       1.280799940    
    4.512112157       1.258929748    
    4.522112157       1.268576707    
    4.532112157       1.304594230    
    4.542112157       1.348941199    
    4.552112157       1.381116214    
    4.562112157       1.388407078    
    4.572112157       1.370769518    
    4.582112157       1.338368143    
    4.592112157       1.303813799    
    4.602112157       1.274526536    
    4.612112157       1.250633162    
    4.622112157       1.229081042    
    4.632112157       1.209237936    
    4.642112157       1.194773866    
    4.652112157       1.191105270    
    4.662112157       1.201695170    
    4.672112157       1.225954329    
    4.682112157       1.258434401    
    4.692112157       1.288933865    
    4.702112157       1.305604734    
    4.712112157       1.301173327    
    4.722112157       1.277055561    
    4.732112157       1.241357032    
    4.742112157       1.203790770    
