# Written by the BoltzWann module of the Wannier90 code.
# The first column.
# The second column is the DOS for a fixed smearing of   0.300000E-01 eV.
# Cell volume (ang^3):     40.3295    
# Energy(eV) DOS [DOS DOS ...]
    4.752112157       1.172440360    
    4.762112157       1.152680021    
    4.772112157       1.145954822    
    4.782112157       1.148825343    
    4.792112157       1.155123723    
    4.802112157       1.160791929    
    4.812112157       1.166040890    
    4.822112157       1.171851990    
    4.832112157       1.175518650    
    4.842112157       1.171227358    
    4.852112157       1.154973902    
    4.862112157       1.128533232    
    4.872112157       1.099079193    
    4.882112157       1.074971815    
    4.892112157       1.061044018    
    4.902112157       1.057022360    
    4.912112157       1.059577338    
    4.922112157       1.065434922    
    4.932112157       1.073581248    
    4.942112157       1.086121641    
    4.952112157       1.107087787    
    4.962112157       1.139025369    
    4.972112157       1.179780368    
    4.982112157       1.222768520    
    4.992112157       1.260833545    
    5.002112157       1.289963935    
    5.012112157       1.309396994    
    5.022112157       1.318931891    
    5.032112157       1.317345997    
    5.042112157       1.303688518    
    5.052112157       1.279138510    
    5.062112157       1.246929460    
    5.072112157       1.210817631    
    5.082112157       1.173838206    
    5.092112157       1.138287223    
    5.102112157       1.106949216    
    5.112112157       1.084192834    
    5.122112157       1.074784130    
    5.132112157       1.080481744    
    5.142112157       1.097274226    
    5.152112157       1.115812123    
    5.162112157       1.125478529    
    5.172112157       1.120467934    
    5.182112157       1.103825763    
    5.192112157       1.085263918    
    5.202112157       1.073792661    
    5.212112157       1.071865222    
    5.222112157       1.075894786    
    5.232112157       1.080838960    
    5.242112157       1.083639061    
    5.252112157       1.083803972    
    5.262112157       1.082580411    
    5.272112157       1.081661642    
    5.282112157       1.081647743    
    5.292112157       1.081094751    
    5.302112157       1.076892250    
    5.312112157       1.065697171    
    5.322112157       1.045791322    
    5.332112157       1.018735878    
    5.342112157      0.9898248133    
    5.352112157      0.9664224097    
    5.362112157      0.9546315152    
    5.372112157      0.9565126233    
    5.382112157      0.9699800476    
    5.392112157      0.9908494176    
    5.402112157       1.014742482    
    5.412112157       1.038244976    
    5.422112157       1.060202722    
    5.432112157       1.082288811    
    5.442112157       1.107144716    
    5.452112157       1.135373585    
    5.462112157       1.164552139    
    5.472112157       1.190901870    
    5.482112157       1.211560529    
    5.492112157       1.225773848    
    5.502112157       1.234543096    
    5.512112157       1.239114457    
    5.522112157       1.239905695    
    5.532112157       1.237107921    
    5.542112157       1.231706051    
    5.552112157       1.225108688    
    5.562112157       1.218108213    
    5.572112157       1.210998316    
    5.582112157       1.204482881    
    5.592112157       1.199351692    
    5.602112157       1.194658604    
    5.612112157       1.186912788    
    5.622112157       1.172574791    
    5.632112157       1.152526001    
    5.642112157       1.133944524    
    5.652112157       1.126473638    
    5.662112157       1.135159638    
    5.672112157       1.156180379    
    5.682112157       1.178661006    
    5.692112157       1.190429970    
    5.702112157       1.183425601    
    5.712112157       1.156360941    
    5.722112157       1.114561796    
    5.732112157       1.067482862    
    5.742112157       1.024529020    
    5.752112157      0.9909245366    
    5.762112157      0.9662395324    
    5.772112157      0.9467207033    
    5.782112157      0.9297401821    
    5.792112157      0.9172893188    
    5.802112157      0.9160996387    
    5.812112157      0.9337261207    
    5.822112157      0.9726218710    
    5.832112157       1.026494052    
    5.842112157       1.081943173    
    5.852112157       1.123990135    
    5.862112157       1.141698351    
    5.872112157       1.131839942    
    5.882112157       1.100430822    
    5.892112157       1.061236277    
    5.902112157       1.030191670    
    5.912112157       1.017847675    
    5.922112157       1.024834562    
    5.932112157       1.043329526    
    5.942112157       1.062646258    
    5.952112157       1.074722913    
    5.962112157       1.076686267    
    5.972112157       1.070453474    
    5.982112157       1.061234114    
    5.992112157       1.056313175    
    6.002112157       1.063299329    
    6.012112157       1.086545132    
    6.022112157       1.123437557    
    6.032112157       1.164799274    
    6.042112157       1.200469571    
    6.052112157       1.224831451    
    6.062112157       1.236855421    
    6.072112157       1.236394566    
    6.082112157       1.222438439    
    6.092112157       1.194632540    
    6.102112157       1.154698276    
    6.112112157       1.105874347    
    6.122112157       1.051897011    
    6.132112157      0.9969671676    
    6.142112157      0.9459307820    
    6.152112157      0.9033764755    
    6.162112157      0.8718091274    
    6.172112157      0.8501805800    
    6.182112157      0.8340751580    
    6.192112157      0.8180068686    
    6.202112157      0.7985078086    
    6.212112157      0.7756877019    
    6.222112157      0.7526730217    
    6.232112157      0.7344744379    
    6.242112157      0.7269791826    
    6.252112157      0.7348537795    
    6.262112157      0.7583400047    
    6.272112157      0.7919418081    
    6.282112157      0.8274232040    
    6.292112157      0.8586779585    
    6.302112157      0.8836378062    
    6.312112157      0.9027261815    
    6.322112157      0.9177379855    
    6.332112157      0.9322118131    
    6.342112157      0.9501184334    
    6.352112157      0.9724116183    
    6.362112157      0.9956804000    
    6.372112157       1.014994481    
    6.382112157       1.027728173    
    6.392112157       1.035033794    
    6.402112157       1.040999928    
    6.412112157       1.050477552    
    6.422112157       1.066234269    
    6.432112157       1.087165236    
    6.442112157       1.109140925    
    6.452112157       1.127473130    
    6.462112157       1.138630936    
    6.472112157       1.140558364    
    6.482112157       1.132974045    
    6.492112157       1.118573658    
    6.502112157       1.103734596    
    6.512112157       1.096567306    
    6.522112157       1.102734370    
    6.532112157       1.122092724    
    6.542112157       1.148305724    
    6.552112157       1.171061277    
    6.562112157       1.179834215    
    6.572112157       1.168222883    
    6.582112157       1.136931865    
    6.592112157       1.093256501    
    6.602112157       1.046976587    
    6.612112157       1.005156055    
    6.622112157      0.9694468952    
    6.632112157      0.9378467223    
    6.642112157      0.9088228884    
    6.652112157      0.8836849205    
    6.662112157      0.8659363364    
    6.672112157      0.8594062146    
    6.682112157      0.8660458857    
    6.692112157      0.8832480295    
    6.702112157      0.9028662618    
    6.712112157      0.9149064713    
    6.722112157      0.9140365388    
    6.732112157      0.9027823188    
    6.742112157      0.8885527753    
    6.752112157      0.8781352302    
    6.762112157      0.8744580489    
    6.772112157      0.8765617112    
    6.782112157      0.8812381033    
    6.792112157      0.8852466528    
    6.802112157      0.8871347678    
    6.812112157      0.8872266202    
    6.822112157      0.8859637287    
    6.832112157      0.8831035204    
    6.842112157      0.8791363263    
    6.852112157      0.8770144959    
    6.862112157      0.8818629847    
    6.872112157      0.8983789118    
    6.882112157      0.9269581720    
    6.892112157      0.9608566760    
    6.902112157      0.9876957342    
    6.912112157      0.9957513356    
    6.922112157      0.9803977552    
    6.932112157      0.9458598838    
    6.942112157      0.9021277831    
    6.952112157      0.8596807905    
    6.962112157      0.8244108893    
    6.972112157      0.7953776237    
    6.982112157      0.7674043856    
    6.992112157      0.7366108658    
    7.002112157      0.7037841369    
    7.012112157      0.6726657943    
    7.022112157      0.6454573487    
    7.032112157      0.6204724646    
    7.042112157      0.5944321324    
    7.052112157      0.5667971485    
    7.062112157      0.5412859348    
    7.072112157      0.5231857137    
    7.082112157      0.5157295517    
    7.092112157      0.5188074255    
    7.102112157      0.5298711147    
    7.112112157      0.5451257055    
    7.122112157      0.5599894845    
    7.132112157      0.5693049720    
    7.142112157      0.5685264697    
    7.152112157      0.5561326721    
    7.162112157      0.5354407549    
    7.172112157      0.5138036866    
    7.182112157      0.4995827455    
    7.192112157      0.4990627588    
    7.202112157      0.5146176023    
    7.212112157      0.5439038132    
    7.222112157      0.5800789964    
    7.232112157      0.6140319583    
    7.242112157      0.6384577648    
    7.252112157      0.6510903297    
    7.262112157      0.6547328365    
    7.272112157      0.6548321862    
    7.282112157      0.6566404858    
    7.292112157      0.6628588704    
    7.302112157      0.6724296972    
    7.312112157      0.6817175241    
    7.322112157      0.6878496225    
    7.332112157      0.6914204156    
    7.342112157      0.6959970706    
    7.352112157      0.7051976842    
    7.362112157      0.7203478689    
    7.372112157      0.7402248405    
    7.382112157      0.7616950817    
    7.392112157      0.7798988328    
    7.402112157      0.7886109434    
    7.412112157      0.7819091378    
    7.422112157      0.7564518804    
    7.432112157      0.7126544996    
    7.442112157      0.6543985567    
    7.452112157      0.5881824117    
    7.462112157      0.5221120373    
    7.472112157      0.4644345294    
    7.482112157      0.4217687270    
    7.492112157      0.3977194606    
    7.502112157      0.3922200681    
    7.512112157      0.4014635666    
    7.522112157      0.4185143558    
    7.532112157      0.4351414057    
    7.542112157      0.4447675406    
    7.552112157      0.4448571370    
    7.562112157      0.4368893248    
    7.572112157      0.4241732568    
    7.582112157      0.4096280333    
    7.592112157      0.3952253150    
    7.602112157      0.3830197885    
    7.612112157      0.3762413651    
    7.622112157      0.3788572848    
    7.632112157      0.3936302260    
    7.642112157      0.4204502886    
    7.652112157      0.4564251036    
    7.662112157      0.4971923600    
    7.672112157      0.5378248739    
    7.682112157      0.5729348623    
    7.692112157      0.5973906075    
    7.702112157      0.6087352043    
    7.712112157      0.6098239826    
    7.722112157      0.6085091637    
    7.732112157      0.6132356228    
    7.742112157      0.6275065951    
    7.752112157      0.6476925978    
    7.762112157      0.6659704537    
    7.772112157      0.6760812162    
    7.782112157      0.6774613153    
    7.792112157      0.6748279498    
    7.802112157      0.6744321802    
    7.812112157      0.6806863333    
    7.822112157      0.6949810707    
    7.832112157      0.7154908395    
    7.842112157      0.7369741681    
    7.852112157      0.7516256178    
    7.862112157      0.7518459253    
    7.872112157      0.7334618899    
    7.882112157      0.6970448018    
    7.892112157      0.6468821904    
    7.902112157      0.5892656304    
    7.912112157      0.5314608218    
    7.922112157      0.4808534975    
    7.932112157      0.4432260292    
    7.942112157      0.4207614247    
    7.952112157      0.4115772374    
    7.962112157      0.4112481697    
    7.972112157      0.4148493264    
    7.982112157      0.4182270055    
    7.992112157      0.4184616340    
    8.002112157      0.4138013734    
    8.012112157      0.4033516786    
    8.022112157      0.3872302222    
    8.032112157      0.3674487423    
    8.042112157      0.3484359309    
    8.052112157      0.3359835182    
    8.062112157      0.3347144304    
    8.072112157      0.3451892325    
    8.082112157      0.3624113129    
    8.092112157      0.3777720016    
    8.102112157      0.3841751518    
    8.112112157      0.3801422902    
    8.122112157      0.3690841203    
    8.132112157      0.3554413368    
    8.142112157      0.3423059701    
    8.152112157      0.3317596328    
    8.162112157      0.3254614259    
    8.172112157      0.3238896982    
    8.182112157      0.3255230955    
    8.192112157      0.3277626380    
    8.202112157      0.3291395184    
    8.212112157      0.3305387607    
    8.222112157      0.3342877094    
    8.232112157      0.3423600791    
    8.242112157      0.3553797660    
    8.252112157      0.3726630296    
    8.262112157      0.3927816279    
    8.272112157      0.4143479502    
    8.282112157      0.4362110468    
    8.292112157      0.4559988566    
    8.302112157      0.4683175198    
    8.312112157      0.4661539160    
    8.322112157      0.4459643727    
    8.332112157      0.4114192104    
    8.342112157      0.3713080758    
    8.352112157      0.3337422294    
    8.362112157      0.3023769427    
    8.372112157      0.2770268382    
    8.382112157      0.2564512138    
    8.392112157      0.2402515782    
    8.402112157      0.2287743024    
    8.412112157      0.2218817531    
    8.422112157      0.2180150183    
    8.432112157      0.2142093377    
    8.442112157      0.2069829590    
    8.452112157      0.1939533397    
    8.462112157      0.1755365148    
    8.472112157      0.1551608536    
    8.482112157      0.1372455631    
    8.492112157      0.1246679545    
    8.502112157      0.1180145449    
    8.512112157      0.1165920718    
    8.522112157      0.1195818524    
    8.532112157      0.1267231474    
    8.542112157      0.1388716186    
    8.552112157      0.1579023252    
    8.562112157      0.1848480259    
    8.572112157      0.2170151597    
    8.582112157      0.2472177004    
    8.592112157      0.2672374223    
    8.602112157      0.2731184835    
    8.612112157      0.2674284784    
    8.622112157      0.2567049136    
    8.632112157      0.2468700379    
    8.642112157      0.2401774991    
    8.652112157      0.2351286932    
    8.662112157      0.2289182731    
    8.672112157      0.2206205382    
    8.682112157      0.2125840736    
    8.692112157      0.2087469171    
    8.702112157      0.2112089718    
    8.712112157      0.2179522650    
    8.722112157      0.2237883950    
    8.732112157      0.2238983464    
    8.742112157      0.2169448685    
    8.752112157      0.2053052191    
    8.762112157      0.1929183637    
    8.772112157      0.1830978304    
    8.782112157      0.1777012818    
    8.792112157      0.1771910177    
    8.802112157      0.1808356427    
    8.812112157      0.1871096863    
    8.822112157      0.1942320719    
    8.832112157      0.2002022840    
    8.842112157      0.2024286888    
    8.852112157      0.1980639356    
    8.862112157      0.1853739049    
    8.872112157      0.1650072462    
    8.882112157      0.1401688516    
    8.892112157      0.1157941693    
    8.902112157      0.9714308158E-01
    8.912112157      0.8807131406E-01
    8.922112157      0.8953759623E-01
    8.932112157      0.9921434485E-01
    8.942112157      0.1125369224    
    8.952112157      0.1244764382    
    8.962112157      0.1309441534    
    8.972112157      0.1295029782    
    8.982112157      0.1198885787    
    8.992112157      0.1045035793    
    9.002112157      0.8810755408E-01
    9.012112157      0.7601288789E-01
    9.022112157      0.7148107409E-01
    9.032112157      0.7415198457E-01
    9.042112157      0.8080782990E-01
    9.052112157      0.8790555861E-01
    9.062112157      0.9383200449E-01
    9.072112157      0.9912233423E-01
    9.082112157      0.1046606597    
    9.092112157      0.1095921197    
    9.102112157      0.1109390191    
    9.112112157      0.1055544950    
    9.122112157      0.9302862340E-01
    9.132112157      0.7703420737E-01
    9.142112157      0.6362189056E-01
    9.152112157      0.5765257897E-01
    9.162112157      0.6027999563E-01
    9.172112157      0.6917152792E-01
    9.182112157      0.8050399642E-01
    9.192112157      0.9082711893E-01
    9.202112157      0.9802330259E-01
    9.212112157      0.1015584020    
    9.222112157      0.1020833334    
    9.232112157      0.1004567615    
    9.242112157      0.9694346040E-01
    9.252112157      0.9143491828E-01
    9.262112157      0.8438163458E-01
    9.272112157      0.7719238548E-01
    9.282112157      0.7153123998E-01
    9.292112157      0.6824292639E-01
    9.302112157      0.6686962387E-01
    9.312112157      0.6602066246E-01
    9.322112157      0.6428614566E-01
    9.332112157      0.6114148863E-01
    9.342112157      0.5721631525E-01
    9.352112157      0.5364434021E-01
    9.362112157      0.5095817667E-01
    9.372112157      0.4850892628E-01
    9.382112157      0.4504767529E-01
    9.392112157      0.4001393218E-01
    9.402112157      0.3430239236E-01
    9.412112157      0.2982279587E-01
    9.422112157      0.2841457832E-01
    9.432112157      0.3105599983E-01
    9.442112157      0.3759410616E-01
    9.452112157      0.4667881820E-01
    9.462112157      0.5586696554E-01
    9.472112157      0.6223478002E-01
    9.482112157      0.6352188274E-01
    9.492112157      0.5915904930E-01
    9.502112157      0.5042010634E-01
    9.512112157      0.3962288908E-01
    9.522112157      0.2906353274E-01
    9.532112157      0.2042343265E-01
    9.542112157      0.1477719061E-01
    9.552112157      0.1278523316E-01
    9.562112157      0.1468079399E-01
    9.572112157      0.2003489927E-01
    9.582112157      0.2758807189E-01
    9.592112157      0.3550335069E-01
    9.602112157      0.4209425233E-01
    9.612112157      0.4653603006E-01
    9.622112157      0.4895802067E-01
    9.632112157      0.4994427374E-01
    9.642112157      0.5002275282E-01
    9.652112157      0.4949949273E-01
    9.662112157      0.4850151976E-01
    9.672112157      0.4702282049E-01
    9.682112157      0.4495528716E-01
    9.692112157      0.4212558691E-01
    9.702112157      0.3833579266E-01
    9.712112157      0.3350429951E-01
    9.722112157      0.2798410847E-01
    9.732112157      0.2278802651E-01
    9.742112157      0.1923201363E-01
    9.752112157      0.1799848438E-01
    9.762112157      0.1842664374E-01
    9.772112157      0.1884727626E-01
    9.782112157      0.1776395999E-01
    9.792112157      0.1482618965E-01
    9.802112157      0.1085362427E-01
    9.812112157      0.7140757676E-02
    9.822112157      0.4755335314E-02
    9.832112157      0.4257890314E-02
    9.842112157      0.5765891339E-02
    9.852112157      0.9079439524E-02
    9.862112157      0.1373332909E-01
    9.872112157      0.1904533035E-01
    9.882112157      0.2422245350E-01
    9.892112157      0.2846348615E-01
    9.902112157      0.3101826041E-01
    9.912112157      0.3128342802E-01
    9.922112157      0.2899088953E-01
    9.932112157      0.2440660197E-01
    9.942112157      0.1839085423E-01
    9.952112157      0.1219587963E-01
    9.962112157      0.7003823947E-02
    9.972112157      0.3461072090E-02
    9.982112157      0.1564161591E-02
    9.992112157      0.9443181527E-03
    10.00211216      0.1209345859E-02
    10.01211216      0.2019135076E-02
    10.02211216      0.2952230444E-02
    10.03211216      0.3497992649E-02
    10.04211216      0.3324014704E-02
    10.05211216      0.2529905355E-02
    10.06211216      0.1541942004E-02
    10.07211216      0.7525657011E-03
    10.08211216      0.2941251401E-03
    10.09211216      0.9205154453E-04
    10.10211216      0.2306966210E-04
    10.11211216      0.4629804377E-05
    10.12211216      0.7440383785E-06
    10.13211216      0.9575012646E-07
    10.14211216      0.9867218126E-08
    10.15211216      0.8142569722E-09
    10.16211216      0.5380710871E-10
    10.17211216      0.2847274027E-11
    10.18211216      0.1206508380E-12
    10.19211216      0.4093953527E-14
    10.20211216      0.1112415383E-15
    10.21211216      0.2420486116E-17
    10.22211216      0.4217448201E-19
    10.23211216      0.5884485368E-21
    10.24211216      0.6574743309E-23
    10.25211216      0.5882483458E-25
    10.26211216      0.4214579382E-27
    10.27211216      0.2418017186E-29
    10.28211216      0.1110903050E-31
    10.29211216      0.4086999387E-34
    10.30211216      0.1204050299E-36
    10.31211216      0.2840510081E-39
    10.32211216      0.5366111470E-42
    10.33211216      0.8117731753E-45
    10.34211216       0.000000000    
    10.35211216       0.000000000    
    10.36211216       0.000000000    
    10.37211216       0.000000000    
    10.38211216       0.000000000    
    10.39211216       0.000000000    
    10.40211216       0.000000000    
    10.41211216       0.000000000    
    10.42211216       0.000000000    
    10.43211216       0.000000000    
    10.44211216       0.000000000    
    10.45211216       0.000000000    
    10.46211216       0.000000000    
    10.47211216       0.000000000    
    10.48211216       0.000000000    
    10.49211216       0.000000000    
    10.50211216       0.000000000    
    10.51211216       0.000000000    
    10.52211216       0.000000000    
    10.53211216       0.000000000    
    10.54211216       0.000000000    
    10.55211216       0.000000000    
    10.56211216       0.000000000    
    10.57211216       0.000000000    
    10.58211216       0.000000000    
    10.59211216       0.000000000    
    10.60211216       0.000000000    
    10.61211216       0.000000000    
    10.62211216       0.000000000    
    10.63211216       0.000000000    
    10.64211216       0.000000000    
    10.65211216       0.000000000    
    10.66211216       0.000000000    
    10.67211216       0.000000000    
    10.68211216       0.000000000    
    10.69211216       0.000000000    
