G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
L                              51         0.9995765744      0.0000000000      0.5000000000      0.0000000000
W                              92         1.8157274298     -0.2500000000      0.5000000000      0.2500000000
